tf,modifier,target,modifier_q,n,target_mean,target_std,target_corr_fwd
15m,price_sigma_w,price_accel_w,3,11724,0.13830574045627808,6.810320930074325,-0.009602486638463185
15m,price_sigma_w,price_accel_1b,0,11721,0.027045473935671017,14.28612631663253,0.012024145924840687
15m,price_sigma_w,price_accel_1b,1,11723,-0.14448093491427108,23.56791188110639,0.00802273842596227
15m,price_sigma_w,price_accel_1b,2,11725,0.05520255863539446,35.821181638198894,-0.0011996493557117729
15m,price_sigma_w,price_accel_1b,3,11724,0.17274394404640053,88.91282874520901,-0.007529910202326049
15m,price_sigma_w,z_se_w,0,11721,-0.015449810790860908,1.0164985479398958,-0.026306693291759338
15m,price_sigma_w,z_se_w,1,11723,-0.03394823202073127,1.0393512443423103,-0.01872018866298621
15m,price_sigma_w,z_se_w,2,11725,-0.023113636015360574,1.0396130173964602,-0.02076134632324812
15m,price_sigma_w,z_se_w,3,11724,-0.017187798632215312,1.0525025516785291,-0.009671139993471547
15m,price_sigma_w,z_high_w,0,11721,0.0328001227337799,1.023279396179535,-0.03650415448997989
15m,price_sigma_w,z_high_w,1,11723,-0.0011481544784826003,1.0621469150411555,-0.018916992860071223
15m,price_sigma_w,z_high_w,2,11725,-0.0031829499502275906,1.075199140659294,-0.013267916365198425
15m,price_sigma_w,z_high_w,3,11724,-0.06076245608046118,1.0944512682552359,-0.023280848171164787
15m,price_sigma_w,z_low_w,0,11721,-0.08037419461185744,1.018807625257953,-0.044926910489801034
15m,price_sigma_w,z_low_w,1,11723,-0.07957682131858662,1.0599292058939451,-0.02800316504157802
15m,price_sigma_w,z_low_w,2,11725,-0.03346248621456461,1.064802893476686,-0.02227661555413237
15m,price_sigma_w,z_low_w,3,11724,0.035594874007867185,1.0944457745601397,-0.012703254967118612
1h,vol_mean_w,price_velocity_1b,0,11689,2.289994866968945,49.752629525484565,-0.02191215398854686
1h,vol_mean_w,price_velocity_1b,1,11701,-0.8656738740278609,57.81273278878629,0.0026642113254047614
1h,vol_mean_w,price_velocity_1b,2,11689,1.1435965437590898,57.03130409277419,-0.04189955342689206
1h,vol_mean_w,price_velocity_1b,3,11706,0.5962967708867247,97.54579794021903,0.02287515801765956
1h,vol_mean_w,price_velocity_w,0,11689,1.8360602560812163,13.18379601123274,-0.013195310826792182
1h,vol_mean_w,price_velocity_w,1,11701,1.4202063193315655,13.401552235692456,0.039265336975734234
1h,vol_mean_w,price_velocity_w,2,11689,2.858540436877977,15.216408470447083,0.0021805600260044328
1h,vol_mean_w,price_velocity_w,3,11706,-3.061238182698332,32.71438197359393,0.03211120483278757
1h,vol_mean_w,body,0,11689,1.2879202669176149,36.53414330264053,-0.02491549050924022
1h,vol_mean_w,body,1,11701,-0.8343090334159473,57.7977622802084,0.0027107149975453856
1h,vol_mean_w,body,2,11689,1.2586192146462487,56.69192350806303,-0.04349527613101765
1h,vol_mean_w,body,3,11706,0.863552878865539,92.24251534620106,0.023099048855756883
1h,vol_mean_w,price_accel_w,0,11689,-0.08907234722103406,6.016316863652259,-0.0036019638945240955
1h,vol_mean_w,price_accel_w,1,11701,-0.21136814535696952,7.364033304802384,-0.01569313990191573
1h,vol_mean_w,price_accel_w,2,11689,-0.01881576696039019,8.058068220729723,0.039872437242576914
1h,vol_mean_w,price_accel_w,3,11706,0.33299874708126886,9.98786156576538,0.06785816472166924
1h,vol_mean_w,price_accel_1b,0,11689,0.099730515869621,66.6943107708547,-0.024199310557569655
1h,vol_mean_w,price_accel_1b,1,11701,-1.5642466455858475,78.06996689106586,-0.003721995668177396
1h,vol_mean_w,price_accel_1b,2,11689,0.9677046796133116,82.13420797113078,-0.013273175591946119
1h,vol_mean_w,price_accel_1b,3,11706,0.6282034853921066,142.755795452673,-0.012722991213215141
1h,vol_mean_w,z_se_w,0,11689,0.033138260310396905,1.1010133028085216,-0.015918147764436095
1h,vol_mean_w,z_se_w,1,11701,-0.028155609019420064,1.1595825047708408,0.02179383670955312
1h,vol_mean_w,z_se_w,2,11689,-0.11073463696946853,1.038431538285526,-0.025651872245500962
1h,vol_mean_w,z_se_w,3,11706,0.048007882493152194,0.9598995149571647,0.0013594763470663718
1h,vol_mean_w,z_high_w,0,11689,0.11420171424481251,1.1067033269543571,0.008356704514806208
1h,vol_mean_w,z_high_w,1,11701,0.14455083544239697,1.1285146742753114,0.0315637888968755
1h,vol_mean_w,z_high_w,2,11689,-0.1587683857863328,1.0553068677927468,-0.006461770077419305
1h,vol_mean_w,z_high_w,3,11706,-0.0678900615078051,1.0374323613500591,-0.0069264338977254635
1h,vol_mean_w,z_low_w,0,11689,-0.08417428153690638,1.1097954749041155,0.013783103290131698
1h,vol_mean_w,z_low_w,1,11701,-0.24787727005397797,1.1411221499218742,0.018444624897423934
1h,vol_mean_w,z_low_w,2,11689,-0.03536074782307807,1.0729339432530711,-0.015532331956255639
1h,vol_mean_w,z_low_w,3,11706,0.1439436769261702,1.0090359024560116,0.00894888581519943
1h,vol_sigma_w,price_velocity_1b,0,11685,1.4956354300385108,50.51110288806315,-0.0018293730391881703
1h,vol_sigma_w,price_velocity_1b,1,11704,1.6686602870813396,51.405723907897496,0.03807027287918684
1h,vol_sigma_w,price_velocity_1b,2,11694,1.4097186591414401,55.61182422303045,-0.09908127205065015
1h,vol_sigma_w,price_velocity_1b,3,11702,-1.410485387113314,101.48606805754069,0.019023879361372488
1h,vol_sigma_w,price_velocity_w,0,11685,1.4903338187840884,13.824337381274956,-0.0002661839150779458
1h,vol_sigma_w,price_velocity_w,1,11704,2.0197332820688088,13.95339085852869,0.015562565387708794
1h,vol_sigma_w,price_velocity_w,2,11694,2.56700373410866,15.393235294947555,-0.019908059449293816
1h,vol_sigma_w,price_velocity_w,3,11702,-3.0262383922976133,32.14997833078019,0.03735057711777836
1h,vol_sigma_w,body,0,11685,0.4868421052631579,37.55007344582992,0.0018757325631663093
1h,vol_sigma_w,body,1,11704,1.6879699248120301,51.2810120866321,0.03888840642306324
1h,vol_sigma_w,body,2,11694,1.6445613134940995,54.5759733462655,-0.10828580476930191
1h,vol_sigma_w,body,3,11702,-1.2445094855580243,96.84132336112776,0.020438227458534224
1h,vol_sigma_w,price_accel_w,0,11685,-0.04298873738673072,6.783816384875894,-0.011991045871753914
1h,vol_sigma_w,price_accel_w,1,11704,-0.12686367908407378,6.783246851829103,0.05231991286428935
1h,vol_sigma_w,price_accel_w,2,11694,0.14683277749273135,6.891238092508761,-0.06952427978412624
1h,vol_sigma_w,price_accel_w,3,11702,0.03741881729618876,10.75675483891515,0.08343326922228464
1h,vol_sigma_w,price_accel_1b,0,11685,1.0133932391955498,70.7321529789463,-0.003185331552274561
1h,vol_sigma_w,price_accel_1b,1,11704,-0.5701683185235816,68.59100303500915,0.032065500209514465
1h,vol_sigma_w,price_accel_1b,2,11694,-1.1871044980331793,76.58194455131269,-0.049486128330787
1h,vol_sigma_w,price_accel_1b,3,11702,0.8751922748248163,148.66231359366597,-0.018464408782252258
1h,vol_sigma_w,z_se_w,0,11685,-0.002161297125800567,1.076246924865303,0.009841277479932648
1h,vol_sigma_w,z_se_w,1,11704,-0.019789059506437,1.115462026100009,0.007511906759670176
1h,vol_sigma_w,z_se_w,2,11694,-0.053531173004627834,1.0542249540765558,-0.03906630051390961
1h,vol_sigma_w,z_se_w,3,11702,0.017806092211173557,1.0273303809963716,0.0003895796548219686
1h,vol_sigma_w,z_high_w,0,11685,0.02030900727195915,1.1030868377341976,0.0343024638979144
1h,vol_sigma_w,z_high_w,1,11704,0.1416969061754685,1.0800645446910544,0.017446138717274406
1h,vol_sigma_w,z_high_w,2,11694,-0.049400373601157094,1.0734353710032376,-0.011037842284341971
1h,vol_sigma_w,z_high_w,3,11702,-0.08052597240696505,1.0894880308121473,-0.012489487475155228
1h,vol_sigma_w,z_low_w,0,11685,-0.07505014153010542,1.1015433053605548,0.01692485031152562
1h,vol_sigma_w,z_low_w,1,11704,-0.21473049875450523,1.052905523171421,0.003495265836121937
1h,vol_sigma_w,z_low_w,2,11694,-0.019608778151119194,1.108455381561554,-0.006983726360050174
1h,vol_sigma_w,z_low_w,3,11702,0.08603824131844917,1.0878562651465415,0.011147412721036276
1h,vol_velocity_w,price_velocity_1b,0,11692,0.9818679438932604,36.93413440221282,-0.04018269877456824
1h,vol_velocity_w,price_velocity_1b,1,11683,1.0662501069930668,30.067584999005923,-0.00518423509870899
1h,vol_velocity_w,price_velocity_1b,2,11695,4.146344591705857,63.165329936983575,0.013359957335966451
1h,vol_velocity_w,price_velocity_1b,3,11703,-3.023348714004956,110.93743427665984,0.000241695228334732
1h,vol_velocity_w,price_velocity_w,0,11692,0.8332870053597904,21.6597987307391,-0.05188823870811436
1h,vol_velocity_w,price_velocity_w,1,11683,1.9035047362264257,18.629574534647315,-0.05500970502351282
1h,vol_velocity_w,price_velocity_w,2,11695,1.5444527575887126,19.89733565998234,0.00795347367890029
1h,vol_velocity_w,price_velocity_w,3,11703,-1.2306833717850123,21.416324059040605,0.08873622226854919
1h,vol_velocity_w,body,0,11692,0.9478061922682176,36.92587298760985,-0.039937052609129074
1h,vol_velocity_w,body,1,11683,1.1041684498844475,29.919564058431536,-0.014376048261991401
1h,vol_velocity_w,body,2,11695,2.74377939290295,50.3149295150409,0.015231328650611225
1h,vol_velocity_w,body,3,11703,-2.2123600786123214,107.69640897444617,0.001871997298936691
1h,vol_velocity_w,price_accel_w,0,11692,0.2074495381457407,9.546592307898836,0.12654457265047991
1h,vol_velocity_w,price_accel_w,1,11683,-0.03628848183971016,4.986022427399697,-0.034137711630113185
1h,vol_velocity_w,price_accel_w,2,11695,0.2754286855545094,7.093414657638271,0.019594627323206205
1h,vol_velocity_w,price_accel_w,3,11703,-0.43155957161981245,9.415745484852362,0.017308288623206727
1h,vol_velocity_w,price_accel_1b,0,11692,-0.6037461512145057,59.03524674307389,0.09285278120058284
1h,vol_velocity_w,price_accel_1b,1,11683,-0.5981126423007789,47.79396436466979,-0.009743872060934796
1h,vol_velocity_w,price_accel_1b,2,11695,2.5364258230012826,94.2457843020514,0.004917070149246167
1h,vol_velocity_w,price_accel_1b,3,11703,-1.1710672477142614,151.70649978811178,-0.039824698502770386
1h,vol_velocity_w,z_se_w,0,11692,-0.04285914287175686,0.9170640826000009,-0.05556864008076911
1h,vol_velocity_w,z_se_w,1,11683,-0.028923999984652872,0.9318621306322807,-0.011313300195484197
1h,vol_velocity_w,z_se_w,2,11695,0.03863886100153466,1.066792946038698,0.03912159830144259
1h,vol_velocity_w,z_se_w,3,11703,-0.02379350071898846,1.3117385382465283,-0.009523207222355386
1h,vol_velocity_w,z_high_w,0,11692,0.07948150792111311,0.9261176812434467,-0.06762638715754064
1h,vol_velocity_w,z_high_w,1,11683,-0.03469421809183622,0.9670301558987934,-0.01197570290482276
1h,vol_velocity_w,z_high_w,2,11695,-0.025898474123673607,1.0973226781508545,0.06519620994668386
1h,vol_velocity_w,z_high_w,3,11703,0.014126573881145183,1.3214827427752696,-0.0002087254026896702
1h,vol_velocity_w,z_low_w,0,11692,-0.2141196168559773,0.9067747611320899,-0.0690692893420832
1h,vol_velocity_w,z_low_w,1,11683,0.00159860072900928,0.9695208683675999,0.018154032079528565
1h,vol_velocity_w,z_low_w,2,11695,0.09132952324909824,1.1131076874759867,0.02896629802771624
1h,vol_velocity_w,z_low_w,3,11703,-0.10171932808077326,1.3145791461417662,0.012908564834019459
1h,vol_accel_w,price_velocity_1b,0,11682,6.429036123951378,51.97414012089917,0.015060276367830328
1h,vol_accel_w,price_velocity_1b,1,11689,3.108756095474378,43.08874398872953,-0.10121164813889745
1h,vol_accel_w,price_velocity_1b,2,11698,-1.7987262779962387,67.2992087735106,0.019280974966497763
1h,vol_accel_w,price_velocity_1b,3,11692,-4.635434485118029,97.14985909323198,0.012741004088807401
1h,vol_accel_w,price_velocity_w,0,11682,1.6804004023283685,23.174331327468703,0.046416414168370744
1h,vol_accel_w,price_velocity_w,1,11689,1.2509963070693244,20.43642393270006,-0.06391911483576013
1h,vol_accel_w,price_velocity_w,2,11698,0.43434775175243645,18.53953873415617,0.004102199028013647
1h,vol_accel_w,price_velocity_w,3,11692,-0.3329805279963508,19.39746235238792,0.06775230653127945
1h,vol_accel_w,body,0,11682,6.52020202020202,51.65178947490467,0.019790005080634963
1h,vol_accel_w,body,1,11689,3.2931388484900332,42.57229656715464,-0.10397275709369701
1h,vol_accel_w,body,2,11698,-2.435929218669858,53.082325148769065,0.02413691196600366
1h,vol_accel_w,body,3,11692,-4.8599042080054735,95.0245011228219,0.011176342625610807
1h,vol_accel_w,price_accel_w,0,11682,1.0063452319808253,8.826624750162404,0.08466451893303836
1h,vol_accel_w,price_accel_w,1,11689,0.3002627113810705,5.441908544097721,-0.0481905177627776
1h,vol_accel_w,price_accel_w,2,11698,-0.4063657605288653,7.479352248654786,0.03775877290871464
1h,vol_accel_w,price_accel_w,3,11692,-0.8846558187934771,9.478083280910734,0.018639146838681748
1h,vol_accel_w,price_accel_1b,0,11682,4.277970381783941,114.6621606048585,0.023846331606228812
1h,vol_accel_w,price_accel_1b,1,11689,0.21274274959363504,78.81773561712744,-0.10244199570455827
1h,vol_accel_w,price_accel_1b,2,11698,-1.972473927167037,81.74115061907972,0.00934214655110391
1h,vol_accel_w,price_accel_1b,3,11692,-2.427236572015053,107.8493290483205,-0.017569023762125536
1h,vol_accel_w,z_se_w,0,11682,0.028900204999192696,0.9441584976093718,-0.014809373367083154
1h,vol_accel_w,z_se_w,1,11689,0.06931245553647894,0.9185686589589815,-0.009291466249990877
1h,vol_accel_w,z_se_w,2,11698,-0.0355914713544151,1.0829013102296179,0.02333242176450382
1h,vol_accel_w,z_se_w,3,11692,-0.12065543314828053,1.2820930720922352,-0.010253908844907608
1h,vol_accel_w,z_high_w,0,11682,-0.15852866150180986,1.0534302332944896,-0.016509749028408488
1h,vol_accel_w,z_high_w,1,11689,-0.027551317017489068,0.9941159329436696,0.03499640578726821
1h,vol_accel_w,z_high_w,2,11698,0.06176977380247543,1.0618992082652112,0.022542065004051943
1h,vol_accel_w,z_high_w,3,11692,0.15625950520578538,1.21366103540386,-0.001781834110567469
1h,vol_accel_w,z_low_w,0,11682,0.1511181619402625,1.0455924921321458,-0.006047630181777159
1h,vol_accel_w,z_low_w,1,11689,0.13890944473858335,0.9807309729964785,0.013298816682260618
1h,vol_accel_w,z_low_w,2,11698,-0.10490441506757674,1.0520200276804457,0.02231200299897513
1h,vol_accel_w,z_low_w,3,11692,-0.40730613469678917,1.1893406362099634,0.0009606725603634096
1h,hurst_w,price_velocity_1b,0,11726,0.20906532491898344,53.72503910651042,-0.006932173930052502
1h,hurst_w,price_velocity_1b,1,11720,0.1736633071404168,56.07523439923979,-0.042936787870861096
1h,hurst_w,price_velocity_1b,2,11740,3.2696550255536625,81.58541664333991,0.05295527363508236
1h,hurst_w,price_velocity_1b,3,11731,-0.3637584178671895,76.54725266847427,-0.026790978845502172
1h,hurst_w,price_velocity_w,0,11726,0.23105349934618186,13.909635219153584,-0.010676298089819427
1h,hurst_w,price_velocity_w,1,11720,0.8134106484680953,16.14701174803292,0.0006677026638109869
1h,hurst_w,price_velocity_w,2,11740,3.3117404883588866,25.20702554437517,0.0414955892293708
1h,hurst_w,price_velocity_w,3,11731,-1.3096993720342112,23.952351755315558,0.018579382015906414
1h,hurst_w,body,0,11726,0.3036201603274774,52.97695231771994,-0.00665616423945794
1h,hurst_w,body,1,11720,0.5405076791808874,53.22043802917265,-0.04459804811198613
1h,hurst_w,body,2,11740,1.9411626916524702,74.4741442508302,0.05544526724127901
1h,hurst_w,body,3,11731,-0.08645895490580513,71.98088669737564,-0.026839174651301152
1h,hurst_w,price_accel_w,0,11726,-0.04096310193871163,6.030775056165258,-0.01169575391750927
1h,hurst_w,price_accel_w,1,11720,-0.05601075175833049,7.877194599972397,0.01790231806981426
1h,hurst_w,price_accel_w,2,11740,0.043364920499716,9.232570319902125,0.09476837319779141
1h,hurst_w,price_accel_w,3,11731,0.0671529139317477,8.462592540669002,0.0032728339280746325
1h,hurst_w,price_accel_1b,0,11726,-1.6150434930922737,69.58061160470632,-0.028906323610644064
1h,hurst_w,price_accel_1b,1,11720,1.410610465116279,80.08626106875906,0.03310398638558308
1h,hurst_w,price_accel_1b,2,11740,1.992206132879046,118.12356226173567,0.004982802303461455
1h,hurst_w,price_accel_1b,3,11731,-1.5913604978262723,111.28895504282741,-0.04962830029046785
1h,hurst_w,z_se_w,0,11726,0.014607383526768082,1.1228553231332643,0.0016923235054357457
1h,hurst_w,z_se_w,1,11720,-0.008531389191252972,1.100866054556737,-0.007224048588473704
1h,hurst_w,z_se_w,2,11740,-0.06032989993756057,1.0356477951392273,0.008569525339621008
1h,hurst_w,z_se_w,3,11731,-0.0032941753864943494,1.0122655098923952,-0.013932507462444583
1h,hurst_w,z_high_w,0,11726,0.05800071430631468,1.1382354590809858,0.023815664927999292
1h,hurst_w,z_high_w,1,11720,0.009900280700507927,1.1376389091457588,-0.0027041896062554617
1h,hurst_w,z_high_w,2,11740,-0.04513873316515245,1.0584570671335416,0.02389376053357926
1h,hurst_w,z_high_w,3,11731,0.00944645303024879,1.01865318430752,-0.015931335710936762
1h,hurst_w,z_low_w,0,11726,-0.010644463274031252,1.152051061881143,-0.0063788208190211455
1h,hurst_w,z_low_w,1,11720,-0.046040470081423444,1.1064439273205164,-0.002751775389397623
1h,hurst_w,z_low_w,2,11740,-0.10569330064738491,1.0723635095188244,0.03787296808392281
1h,hurst_w,z_low_w,3,11731,-0.06081995735551811,1.0370633286919213,-0.0048039881159902195
1h,reversion_prob_w,price_velocity_1b,0,11686,-3.4962348108848196,113.31329889332017,0.000933790352953152
1h,reversion_prob_w,price_velocity_1b,1,11698,3.210677038810053,49.18320170554541,0.009515594345922656
1h,reversion_prob_w,price_velocity_1b,2,11701,2.53318092470729,38.632082917282844,-0.010940189207610725
1h,reversion_prob_w,price_velocity_1b,3,11700,0.9097435897435897,42.74786200904684,-0.0014974576375517588
1h,reversion_prob_w,price_velocity_w,0,11686,-0.18126212276798442,18.896708804803296,-0.011704745836173775
1h,reversion_prob_w,price_velocity_w,1,11698,2.109618097110617,22.99714656957556,0.016956242286317397
1h,reversion_prob_w,price_velocity_w,2,11701,1.1569994581800558,20.4029124279284,0.062367232857728105
1h,reversion_prob_w,price_velocity_w,3,11700,-0.037873931623931816,19.260320107368646,0.01911034164958874
1h,reversion_prob_w,body,0,11686,-3.727451651548862,103.42043395470556,0.0030160006320267747
1h,reversion_prob_w,body,1,11698,3.045221405368439,48.66791793293827,0.00767846110482849
1h,reversion_prob_w,body,2,11701,2.286877189983762,38.696606070586455,-0.01459114852643605
1h,reversion_prob_w,body,3,11700,0.9649786324786325,42.72025589680418,-0.0025884167117569113
1h,reversion_prob_w,price_accel_w,0,11686,-0.39295774145701406,10.964480464279607,0.0020780741929066334
1h,reversion_prob_w,price_accel_w,1,11698,0.11991022020651496,6.954005093904205,0.08714558316259335
1h,reversion_prob_w,price_accel_w,2,11701,0.2821313485613255,5.941791278954994,0.05754114189345296
1h,reversion_prob_w,price_accel_w,3,11700,0.005284900284900269,7.1576567903900665,0.025840903632063195
1h,reversion_prob_w,price_accel_1b,0,11686,-2.9319698784870787,121.61587557247228,0.016156152039144184
1h,reversion_prob_w,price_accel_1b,1,11698,-0.7364506753291161,100.4117743360972,-0.040981362470170805
1h,reversion_prob_w,price_accel_1b,2,11701,1.4269079565849072,73.97571053767496,-0.056030975776925764
1h,reversion_prob_w,price_accel_1b,3,11700,2.368333333333333,85.61167897128318,0.0011728057614730958
1h,reversion_prob_w,z_se_w,0,11686,-0.07272172979060776,1.734218341112323,0.009392070266423821
1h,reversion_prob_w,z_se_w,1,11698,0.004981102468750524,1.0465276881172654,-0.005397722880264774
1h,reversion_prob_w,z_se_w,2,11701,0.009249893576535863,0.6375879940560514,-0.027723349567465815
1h,reversion_prob_w,z_se_w,3,11700,0.0007548408098520733,0.24616184025796703,-0.03133080448000936
1h,reversion_prob_w,z_high_w,0,11686,0.19782655060088986,1.5168067006506694,0.011390397917732003
1h,reversion_prob_w,z_high_w,1,11698,-0.0470459164108482,1.1106666452705658,0.007689550833120244
1h,reversion_prob_w,z_high_w,2,11701,-0.03674065926934896,0.848945710981942,0.007675608091851601
1h,reversion_prob_w,z_high_w,3,11700,-0.08169461916110721,0.6701081762762156,-0.01744396658634217
1h,reversion_prob_w,z_low_w,0,11686,-0.304982346067895,1.50999116689544,0.021545644153172696
1h,reversion_prob_w,z_low_w,1,11698,0.012640756965295898,1.113119816577203,0.00971675175031202
1h,reversion_prob_w,z_low_w,2,11701,0.031145839128941713,0.8518090102707965,-0.0004052210628445653
1h,reversion_prob_w,z_low_w,3,11700,0.03752670466059275,0.6743853583970235,-0.008532064757021913
1h,swing_noise_w,price_velocity_1b,0,11638,0.8996605946038838,29.71527889065985,-0.08152168643035064
1h,swing_noise_w,price_velocity_1b,1,11568,0.4711704702627939,43.37491356486283,0.046987008129806565
1h,swing_noise_w,price_velocity_1b,2,11662,0.6054921968787516,55.86068107656995,-0.016242984261474826
1h,swing_noise_w,price_velocity_1b,3,11701,1.3796470387146398,112.41965232286722,0.002423773598697472
1h,swing_noise_w,price_velocity_w,0,11638,0.37540277539096073,6.229352478357499,-0.043827431268320116
1h,swing_noise_w,price_velocity_w,1,11568,1.5917689603503917,10.238582012744041,0.021234613814005827
1h,swing_noise_w,price_velocity_w,2,11662,2.1370226662093406,14.680244285728323,0.03318454429548726
1h,swing_noise_w,price_velocity_w,3,11701,-0.873566717944335,36.16678374274262,0.0231832461246151
1h,swing_noise_w,body,0,11638,0.9341381680701152,29.52133276235103,-0.08681683851271864
1h,swing_noise_w,body,1,11568,0.43460408022130015,43.07417465506807,0.0475558949976641
1h,swing_noise_w,body,2,11662,0.9773623735208369,54.72368414876825,-0.021455122281430077
1h,swing_noise_w,body,3,11701,0.4375694385095291,103.01448524204837,0.004423325212432331
1h,swing_noise_w,price_accel_w,0,11638,0.01722804605602337,3.5052299108811287,-0.059068576815133236
1h,swing_noise_w,price_accel_w,1,11568,-0.039948565006915626,5.380461458062042,0.035674151180566584
1h,swing_noise_w,price_accel_w,2,11662,-0.15689132795975533,6.834096979328792,0.01170484984015864
1h,swing_noise_w,price_accel_w,3,11701,0.21482138278779592,12.912785178901304,0.04889970899421665
1h,swing_noise_w,price_accel_1b,0,11638,0.33160766454717305,44.0386625652336,-0.07842523011151845
1h,swing_noise_w,price_accel_1b,1,11568,-1.10740836791148,62.95795073797881,0.0005575987369566047
1h,swing_noise_w,price_accel_1b,2,11662,0.23765220373863832,77.53525793707,-0.024051599842747844
1h,swing_noise_w,price_accel_1b,3,11701,0.711263994530382,160.04235429000374,-0.005954768009462754
1h,swing_noise_w,z_se_w,0,11638,0.02258944706471129,1.0496489222322423,-0.05420608060456021
1h,swing_noise_w,z_se_w,1,11568,-0.01421858139377629,1.0606354047771254,0.07838413647052794
1h,swing_noise_w,z_se_w,2,11662,-0.04225585355816649,1.1052022830811832,-0.0026640615094259473
1h,swing_noise_w,z_se_w,3,11701,-0.02040076656065692,1.0562648936682573,-0.03494855678677106
1h,swing_noise_w,z_high_w,0,11638,0.04786798707465573,1.0677916829503604,0.007426069626801156
1h,swing_noise_w,z_high_w,1,11568,0.02417220554028184,1.0796777052933813,0.08218916780844115
1h,swing_noise_w,z_high_w,2,11662,-0.02107712610886582,1.1219998446681467,0.003271541632604852
1h,swing_noise_w,z_high_w,3,11701,-0.014751999935995857,1.085323835881079,-0.03573188967901101
1h,swing_noise_w,z_low_w,0,11638,-0.04183570418006319,1.0554836765378668,-0.019673104656290116
1h,swing_noise_w,z_low_w,1,11568,-0.06724401705356216,1.0934863169934852,0.07266123270210739
1h,swing_noise_w,z_low_w,2,11662,-0.09403015167229321,1.1346999663858608,0.02189915939697117
1h,swing_noise_w,z_low_w,3,11701,-0.020872267430029852,1.0864267971412267,-0.03215046506655773
1h,bar_range,price_velocity_1b,0,11562,2.298521017125065,35.554344347511716,-0.021922937633128366
1h,bar_range,price_velocity_1b,1,11756,1.7079789043892482,20.038798369160123,-0.05680776846176779
1h,bar_range,price_velocity_1b,2,11867,2.839434837621257,37.309168728498776,0.006548140011289349
1h,bar_range,price_velocity_1b,3,11732,-3.5554679509035116,124.37786697990427,0.005196437687248654
1h,bar_range,price_velocity_w,0,11562,4.019973836706452,12.25880934402814,-0.03138070934560785
1h,bar_range,price_velocity_w,1,11756,2.586758649680802,14.780103920323878,0.030437543850919124
1h,bar_range,price_velocity_w,2,11867,0.4335140171084949,17.48994687023607,-0.03207943956720531
1h,bar_range,price_velocity_w,3,11732,-3.946962902858444,31.03918142779974,0.04285509141309879
1h,bar_range,body,0,11562,1.2015222279882374,11.443830142548371,-0.052138065720751886
1h,bar_range,body,1,11756,1.6295721333787003,19.738892537164414,-0.05557177176623761
1h,bar_range,body,2,11867,2.6571585067835173,36.48725396137582,0.004277195644486463
1h,bar_range,body,3,11732,-2.8052974769860213,120.35185930515769,0.004841872362403587
1h,bar_range,price_accel_w,0,11562,-0.09974305195179614,5.412298825341761,-0.02820002093449891
1h,bar_range,price_accel_w,1,11756,0.035302311331509344,4.974402538726668,0.04467020456555189
1h,bar_range,price_accel_w,2,11867,0.32319280935038536,6.264903146303036,0.017685408877880004
1h,bar_range,price_accel_w,3,11732,-0.2485269180346557,12.71666602637388,0.042968760109505004
1h,bar_range,price_accel_1b,0,11562,-1.6761373464798477,52.331262695378115,0.0070510989486907705
1h,bar_range,price_accel_1b,1,11756,-3.229159578087785,40.71549682390736,-0.06552574276519908
1h,bar_range,price_accel_1b,2,11867,0.5311682834247153,66.82600165126598,0.0031637264878145643
1h,bar_range,price_accel_1b,3,11732,4.549936006825939,169.4511899874961,-0.014202079534932383
1h,bar_range,z_se_w,0,11562,-0.05592354812587341,0.8482757731169175,-0.03609261652197872
1h,bar_range,z_se_w,1,11756,0.038460459589629535,0.9127477015531386,-0.024769305125954575
1h,bar_range,z_se_w,2,11867,0.0291821247357104,1.0611241978913943,0.038249147506358085
1h,bar_range,z_se_w,3,11732,-0.07027271093592843,1.3706890296986176,-0.007601580597929334
1h,bar_range,z_high_w,0,11562,-0.12574887974053775,0.9164981939714787,-0.04795004612799701
1h,bar_range,z_high_w,1,11756,0.014695862837741904,0.9618055746364195,-0.001469165134689892
1h,bar_range,z_high_w,2,11867,0.039960585892109636,1.0860972848356676,0.059395582947936114
1h,bar_range,z_high_w,3,11732,0.10127803123334192,1.3324296101659856,-0.005944090478987155
1h,bar_range,z_low_w,0,11562,0.0003172346442776265,0.9085308028384885,-0.023881116467597014
1h,bar_range,z_low_w,1,11756,0.09596738805196392,0.9878533756097146,0.009743233458945746
1h,bar_range,z_low_w,2,11867,0.015604854638222953,1.1128885220010178,0.04143534043176988
1h,bar_range,z_low_w,3,11732,-0.3351684982896939,1.275537429230304,0.003256687642146148
1h,price_sigma_w,price_velocity_1b,0,11692,1.2042849811837153,26.33511048803297,-0.00444842201732941
1h,price_sigma_w,price_velocity_1b,1,11700,1.2961965811965812,40.387802043563525,-0.024908001139882393
1h,price_sigma_w,price_velocity_1b,2,11688,-0.9727284394250514,61.8795347412105,0.021321775752053275
1h,price_sigma_w,price_velocity_1b,3,11705,1.6325929090132423,111.49608908146415,-0.0013726632400622328
1h,price_sigma_w,price_velocity_w,0,11692,1.0786096618770669,5.411001054383563,0.009516631626663554
1h,price_sigma_w,price_velocity_w,1,11700,1.287070868945869,8.367496580338935,0.007818820791290034
1h,price_sigma_w,price_velocity_w,2,11688,1.3713636233870046,13.006148005492143,0.003978868031770621
1h,price_sigma_w,price_velocity_w,3,11705,-0.6869500213583951,37.47333026155741,0.027482121851582563
